,Timestamp,Open,High,Low,Close,Volume
121,2020-05-01T00:00:00.000Z,8620,9059.18,8613.56,8826.96,91468.81506
122,2020-05-02T00:00:00.000Z,8825.67,9010,8753,8972.05,59002.08755
123,2020-05-03T00:00:00.000Z,8972.58,9200,8712,8894.16,90126.06564
124,2020-05-04T00:00:00.000Z,8894.15,8950,8522,8871.96,84418.51233
125,2020-05-05T00:00:00.000Z,8871.92,9118.58,8760,9021.83,76480.76534
126,2020-05-06T00:00:00.000Z,9021.36,9395,8906.21,9142.92,105925.3024
127,2020-05-07T00:00:00.000Z,9143.4,10067,9021,9986.4,147154.6114
128,2020-05-08T00:00:00.000Z,9986.3,10035.96,9705,9800.01,100683.7964
129,2020-05-09T00:00:00.000Z,9800.02,9914.25,9520,9539.4,81950.67957
130,2020-05-10T00:00:00.000Z,9539.1,9574.83,8117,8722.77,183865.182
131,2020-05-11T00:00:00.000Z,8722.77,9168,8200,8561.52,168807.2518
132,2020-05-12T00:00:00.000Z,8562.04,8978.26,8528.78,8810.79,86522.78007
133,2020-05-13T00:00:00.000Z,8810.99,9398,8792.99,9309.37,92466.27402
134,2020-05-14T00:00:00.000Z,9309.35,9939,9256.76,9791.98,129565.3775
135,2020-05-15T00:00:00.000Z,9791.97,9845.62,9150,9316.42,115890.7615
136,2020-05-16T00:00:00.000Z,9315.96,9588,9220,9381.27,59587.62786
137,2020-05-17T00:00:00.000Z,9380.81,9888,9322.1,9680.04,68647.76432
138,2020-05-18T00:00:00.000Z,9681.11,9950,9464.23,9733.93,82006.60358
139,2020-05-19T00:00:00.000Z,9733.93,9897.21,9474,9775.53,78539.76045
140,2020-05-20T00:00:00.000Z,9775.13,9842,9326,9511.43,74923.73809
141,2020-05-21T00:00:00.000Z,9511.43,9578.47,8815,9068.65,108928.781
142,2020-05-22T00:00:00.000Z,9067.51,9271,8933.52,9170,58943.13102
143,2020-05-23T00:00:00.000Z,9170,9307.85,9070,9179.15,43526.29697
144,2020-05-24T00:00:00.000Z,9179.01,9298,8700,8720.34,70379.86645
145,2020-05-25T00:00:00.000Z,8718.14,8979.66,8642.72,8900.35,62833.91095
146,2020-05-26T00:00:00.000Z,8900.35,9017.67,8700,8841.18,58299.77014
147,2020-05-27T00:00:00.000Z,8841,9225,8811.73,9204.07,68910.35551
148,2020-05-28T00:00:00.000Z,9204.07,9625.47,9110,9575.89,74110.78766
149,2020-05-29T00:00:00.000Z,9575.87,9605.26,9330,9427.07,57374.36296
150,2020-05-30T00:00:00.000Z,9426.6,9740,9331.23,9697.72,55665.27254
151,2020-05-31T00:00:00.000Z,9697.72,9700,9381.41,9448.27,48333.7864
152,2020-06-01T00:00:00.000Z,9448.27,10380,9421.67,10200.77,76649.12696
153,2020-06-02T00:00:00.000Z,10202.71,10228.99,9266,9518.04,108970.7732
154,2020-06-03T00:00:00.000Z,9518.02,9690,9365.21,9666.24,46252.64494
155,2020-06-04T00:00:00.000Z,9666.32,9881.63,9450,9789.06,57456.10097
156,2020-06-05T00:00:00.000Z,9788.14,9854.75,9581,9621.16,47788.05005
157,2020-06-06T00:00:00.000Z,9621.17,9735,9531.05,9666.3,32752.95089
158,2020-06-07T00:00:00.000Z,9666.85,9802,9372.46,9746.99,57952.84839
159,2020-06-08T00:00:00.000Z,9746.99,9800,9633,9782.01,40664.66413
160,2020-06-09T00:00:00.000Z,9782,9877,9570,9772.43,46024.00129
161,2020-06-10T00:00:00.000Z,9772.44,9992.72,9704.18,9885,47130.76298
162,2020-06-11T00:00:00.000Z,9885.22,9964,9113,9280.4,94418.98473
163,2020-06-12T00:00:00.000Z,9278.88,9557.12,9232.51,9465.13,50119.06693
164,2020-06-13T00:00:00.000Z,9464.96,9494.73,9351,9473.34,27759.78485
165,2020-06-14T00:00:00.000Z,9473.34,9480.99,9245,9342.1,30055.50661
166,2020-06-15T00:00:00.000Z,9342.1,9495,8910.45,9426.02,86107.92471
167,2020-06-16T00:00:00.000Z,9426.05,9589,9373.09,9525.59,52052.44693
168,2020-06-17T00:00:00.000Z,9526.97,9565,9236.61,9465.14,48046.41115
169,2020-06-18T00:00:00.000Z,9465.13,9489,9280,9386.32,37381.95377
170,2020-06-19T00:00:00.000Z,9386.32,9438.3,9215.79,9310.23,45330.98367
171,2020-06-20T00:00:00.000Z,9310.23,9395,9170.95,9358.95,30329.06538
172,2020-06-21T00:00:00.000Z,9358.95,9422,9281.54,9294.69,24316.92623
173,2020-06-22T00:00:00.000Z,9294.69,9780,9277.09,9685.69,57895.46834
174,2020-06-23T00:00:00.000Z,9685.69,9720,9577.03,9624.89,41031.02938
175,2020-06-24T00:00:00.000Z,9624.33,9670,9208,9296.49,61571.56146
176,2020-06-25T00:00:00.000Z,9298.33,9340,9009.69,9249.49,55831.61916
177,2020-06-26T00:00:00.000Z,9249.49,9298,9045.45,9162.21,50292.29828
178,2020-06-27T00:00:00.000Z,9162.21,9196.24,8833,9012,46290.93011
179,2020-06-28T00:00:00.000Z,9012,9191,8948.06,9116.35,30688.17642
180,2020-06-29T00:00:00.000Z,9116.16,9238,9024.67,9192.56,42120.29326
181,2020-06-30T00:00:00.000Z,9192.93,9205,9064.89,9138.55,31463.1628
182,2020-07-01T00:00:00.000Z,9138.08,9292,9080.1,9232,38488.5287
183,2020-07-02T00:00:00.000Z,9231.99,9261.96,8940,9086.54,45725.16808
184,2020-07-03T00:00:00.000Z,9086.54,9125,9037.47,9058.26,28943.42018
185,2020-07-04T00:00:00.000Z,9057.79,9190,9040.04,9135.46,26441.96848
186,2020-07-05T00:00:00.000Z,9135,9145.24,8893.03,9069.41,34073.65363
187,2020-07-06T00:00:00.000Z,9069.41,9375,9055.92,9344.2,54463.13228
188,2020-07-07T00:00:00.000Z,9342.47,9379.42,9203,9257.39,34587.33668
189,2020-07-08T00:00:00.000Z,9257.4,9470,9231,9436.06,56140.51778
190,2020-07-09T00:00:00.000Z,9436.06,9440.79,9160,9232.43,48044.45065
191,2020-07-10T00:00:00.000Z,9232.42,9317.48,9125,9288.34,38295.49401
192,2020-07-11T00:00:00.000Z,9288.34,9299.28,9178.25,9234.03,22561.366
193,2020-07-12T00:00:00.000Z,9234.02,9345,9157.5,9302.75,30872.70229
194,2020-07-13T00:00:00.000Z,9303.31,9343.82,9200.89,9242.62,42740.06912
195,2020-07-14T00:00:00.000Z,9242.61,9279.54,9113,9255.85,45772.55251
196,2020-07-15T00:00:00.000Z,9255.85,9276.49,9160.57,9197.6,39053.57967
197,2020-07-16T00:00:00.000Z,9197.6,9226.15,9047.25,9133.72,43375.57119
198,2020-07-17T00:00:00.000Z,9133.72,9186.83,9089.81,9154.32,28054.35874
199,2020-07-18T00:00:00.000Z,9154.31,9219.3,9121.1,9170.28,22554.54146
200,2020-07-19T00:00:00.000Z,9170.3,9232.27,9101.35,9208.99,26052.01942
201,2020-07-20T00:00:00.000Z,9208.99,9221.52,9131,9160.78,35458.76408
202,2020-07-21T00:00:00.000Z,9160.78,9437.73,9152.8,9390,60413.58249
203,2020-07-22T00:00:00.000Z,9390,9544,9261,9518.16,48815.00411
204,2020-07-23T00:00:00.000Z,9518.16,9664,9440.33,9603.27,51856.2335
205,2020-07-24T00:00:00.000Z,9603.27,9637,9463.44,9537.8,43931.13621
206,2020-07-25T00:00:00.000Z,9538.1,9732.9,9513,9700.42,40679.54542
207,2020-07-26T00:00:00.000Z,9700.42,10111,9650,9931.54,65279.26932
208,2020-07-27T00:00:00.000Z,9931.54,11394.86,9917.21,11029.96,150188.9331
209,2020-07-28T00:00:00.000Z,11029.96,11242.23,10565,10906.27,97267.73419
210,2020-07-29T00:00:00.000Z,10906.27,11342.82,10812,11100.53,76838.09423
211,2020-07-30T00:00:00.000Z,11100.52,11170,10831,11099.61,60794.82646
212,2020-07-31T00:00:00.000Z,11099.79,11444,10960,11335.46,70063.66097
213,2020-08-01T00:00:00.000Z,11335.46,11861,11220,11801.17,85087.48513
214,2020-08-02T00:00:00.000Z,11801.17,12123.46,10518.5,11071.35,97553.0776
215,2020-08-03T00:00:00.000Z,11071.36,11473,10936,11219.81,56931.84148
216,2020-08-04T00:00:00.000Z,11219.68,11414.98,11000,11191.97,58629.11371
217,2020-08-05T00:00:00.000Z,11191.99,11780.93,11093,11744.91,74970.25685
218,2020-08-06T00:00:00.000Z,11744.91,11900,11562.5,11762.46,63529.08502
219,2020-08-07T00:00:00.000Z,11762.47,11909.94,11322,11594.23,65755.92602
220,2020-08-08T00:00:00.000Z,11594.36,11808.27,11512,11761.41,41858.16104
221,2020-08-09T00:00:00.000Z,11761.02,11797.11,11521.97,11681.68,41493.06734
222,2020-08-10T00:00:00.000Z,11681.69,12067.35,11450,11892.92,84952.33789
223,2020-08-11T00:00:00.000Z,11892.9,11935,11125,11392.08,90748.28463
224,2020-08-12T00:00:00.000Z,11392.09,11617.52,11150,11564.33,64909.61364
225,2020-08-13T00:00:00.000Z,11564.34,11792.96,11270.36,11780,70132.4915
226,2020-08-14T00:00:00.000Z,11779.77,11850,11634.03,11760.54,59818.8527
227,2020-08-15T00:00:00.000Z,11760.55,11980,11680,11852.4,56237.90505
228,2020-08-16T00:00:00.000Z,11852.4,11931.72,11686,11911,41368.23691
229,2020-08-17T00:00:00.000Z,11910.99,12468,11769.78,12281.13,84734.21154
230,2020-08-18T00:00:00.000Z,12281.15,12387.77,11817.93,11945.01,75923.83553
231,2020-08-19T00:00:00.000Z,11945.1,12020.08,11561,11754.59,73940.16961
232,2020-08-20T00:00:00.000Z,11754.38,11888,11668,11853.55,46085.25435
233,2020-08-21T00:00:00.000Z,11853.54,11878,11485.81,11531.34,64448.30614
234,2020-08-22T00:00:00.000Z,11531.23,11686,11376.81,11662.96,43678.70165
235,2020-08-23T00:00:00.000Z,11663.51,11718.07,11514.13,11648.13,37900.00469
236,2020-08-24T00:00:00.000Z,11648.12,11824.9,11585.09,11748.2,46212.39187
237,2020-08-25T00:00:00.000Z,11748.19,11767.85,11117.64,11318.42,69590.92327
238,2020-08-26T00:00:00.000Z,11318.42,11539.32,11244,11461.43,53998.23123
239,2020-08-27T00:00:00.000Z,11461.42,11592.2,11125,11330.38,63246.03638
240,2020-08-28T00:00:00.000Z,11330.38,11542.65,11276.89,11526.91,45953.90837
241,2020-08-29T00:00:00.000Z,11526.9,11580.02,11417.04,11465.84,32973.7992
242,2020-08-30T00:00:00.000Z,11465.84,11719,11458,11711.16,43177.87905
243,2020-08-31T00:00:00.000Z,11711.17,11800.77,11570,11649.51,55353.61774
244,2020-09-01T00:00:00.000Z,11649.51,12050.85,11515,11921.97,78148.19367
245,2020-09-02T00:00:00.000Z,11921.97,11954.57,11160.1,11388.54,87221.8456
246,2020-09-03T00:00:00.000Z,11388.54,11462.6,9960.8,10140.85,121950.106
247,2020-09-04T00:00:00.000Z,10138.29,10627.05,9875.5,10446.25,92733.59911
248,2020-09-05T00:00:00.000Z,10446.25,10565.68,9825,10166.69,90001.60557
249,2020-09-06T00:00:00.000Z,10166.69,10347.14,9994.86,10256.2,56368.78882
250,2020-09-07T00:00:00.000Z,10255.89,10410.75,9875,10373.44,62620.23068
251,2020-09-08T00:00:00.000Z,10373.45,10438,9850,10126.65,73491.87842
252,2020-09-09T00:00:00.000Z,10126.66,10343,9981.01,10219.2,49347.11378
253,2020-09-10T00:00:00.000Z,10219.29,10483.35,10070.83,10336.87,58253.75375
254,2020-09-11T00:00:00.000Z,10336.86,10397.6,10200,10387.89,43830.25447
255,2020-09-12T00:00:00.000Z,10387.89,10477.97,10269.25,10440.92,35379.1531
256,2020-09-13T00:00:00.000Z,10440.67,10580.11,10200,10332.83,43837.60987
257,2020-09-14T00:00:00.000Z,10332.84,10750,10212.34,10671.77,67059.29136
258,2020-09-15T00:00:00.000Z,10671.77,10930.04,10606.48,10785.31,61822.45279
259,2020-09-16T00:00:00.000Z,10785.23,11093,10661.22,10954.01,64991.51244
260,2020-09-17T00:00:00.000Z,10954.01,11045.46,10745.83,10939.99,55601.61453
261,2020-09-18T00:00:00.000Z,10940,11038.03,10812.84,10933.39,47266.72828
262,2020-09-19T00:00:00.000Z,10933.4,11179.79,10887.37,11080.65,38440.03686
263,2020-09-20T00:00:00.000Z,11080.64,11080.64,10723,10920.28,39157.92257
264,2020-09-21T00:00:00.000Z,10920.28,10988.86,10296.35,10417.22,70683.43118
265,2020-09-22T00:00:00.000Z,10417.22,10572.71,10353,10529.61,43991.23548
266,2020-09-23T00:00:00.000Z,10529.61,10537.15,10136.82,10241.46,51876.56808
267,2020-09-24T00:00:00.000Z,10241.46,10795.24,10190.93,10736.32,57676.61943
268,2020-09-25T00:00:00.000Z,10736.33,10760.53,10556.24,10686.67,48101.11701
269,2020-09-26T00:00:00.000Z,10686.57,10820.94,10644.68,10728.6,28420.83666
270,2020-09-27T00:00:00.000Z,10728.59,10799,10594.82,10774.25,30549.48325
271,2020-09-28T00:00:00.000Z,10774.26,10950,10626,10696.12,50095.25173
272,2020-09-29T00:00:00.000Z,10696.11,10867.54,10635.87,10840.48,41874.8984
273,2020-09-30T00:00:00.000Z,10840.58,10849.34,10665.13,10776.59,39596.02732
274,2020-10-01T00:00:00.000Z,10776.59,10920,10437,10619.13,60866.33289
275,2020-10-02T00:00:00.000Z,10619.13,10664.64,10374,10570.4,50130.39371
276,2020-10-03T00:00:00.000Z,10570.4,10603.56,10496.46,10542.06,22298.22134
277,2020-10-04T00:00:00.000Z,10542.07,10696.87,10517.87,10666.63,23212.0016
278,2020-10-05T00:00:00.000Z,10666.62,10798,10615.64,10792.21,34025.76165
279,2020-10-06T00:00:00.000Z,10792.2,10800,10525,10599.66,48674.74047
280,2020-10-07T00:00:00.000Z,10599.65,10681.87,10546.17,10666.39,32811.99028
281,2020-10-08T00:00:00.000Z,10666.4,10950,10530.41,10925.57,51959.69157
282,2020-10-09T00:00:00.000Z,10925.44,11104.64,10829,11050.64,48240.07324
283,2020-10-10T00:00:00.000Z,11050.64,11491,11050.51,11293.22,43648.03694
284,2020-10-11T00:00:00.000Z,11293.22,11445,11221,11369.02,29043.85134
285,2020-10-12T00:00:00.000Z,11369.02,11720.01,11172,11528.25,52825.28371
286,2020-10-13T00:00:00.000Z,11528.24,11557,11300,11420.56,42205.28371
287,2020-10-14T00:00:00.000Z,11420.57,11547.98,11280,11417.89,41415.10602
288,2020-10-15T00:00:00.000Z,11417.89,11617.34,11250.83,11505.12,48760.71768
289,2020-10-16T00:00:00.000Z,11505.13,11541.15,11200,11319.32,48797.7495
290,2020-10-17T00:00:00.000Z,11319.24,11402.42,11255,11360.2,22368.91524
291,2020-10-18T00:00:00.000Z,11360.31,11505,11346.22,11503.14,23284.04119
292,2020-10-19T00:00:00.000Z,11503.14,11823.99,11407.96,11751.47,47414.53469
293,2020-10-20T00:00:00.000Z,11751.46,12038.38,11677.59,11909.99,62134.75066
294,2020-10-21T00:00:00.000Z,11910,13217.68,11886.95,12780.96,114584.4568
295,2020-10-22T00:00:00.000Z,12780.75,13185,12678.08,12968.52,70038.82414
296,2020-10-23T00:00:00.000Z,12968.84,13027.69,12720.08,12923.07,50386.99984
297,2020-10-24T00:00:00.000Z,12923.06,13166.73,12870,13111.73,35952.20907
298,2020-10-25T00:00:00.000Z,13111.73,13350,12888,13028.83,38481.5795
299,2020-10-26T00:00:00.000Z,13029.64,13238.81,12765,13052.19,60951.67299
300,2020-10-27T00:00:00.000Z,13052.15,13789.29,13019.87,13636.17,80796.554
301,2020-10-28T00:00:00.000Z,13636.16,13859.48,12888,13266.4,94440.56123
302,2020-10-29T00:00:00.000Z,13266.4,13642.91,12920.77,13455.7,74872.60213
303,2020-10-30T00:00:00.000Z,13455.69,13669.98,13115,13560.1,70657.77888
304,2020-10-31T00:00:00.000Z,13560.1,14100,13411.5,13791,67339.23852
305,2020-11-01T00:00:00.000Z,13791,13895,13603,13761.5,36285.64853
306,2020-11-02T00:00:00.000Z,13761.49,13830,13195.05,13549.37,64566.42191
307,2020-11-03T00:00:00.000Z,13549.63,14066.11,13284.99,14023.53,74115.63079
308,2020-11-04T00:00:00.000Z,14023.53,14259,13525,14144.01,93016.98826
309,2020-11-05T00:00:00.000Z,14144.01,15750,14093.56,15590.02,143741.5227
310,2020-11-06T00:00:00.000Z,15590.02,15960,15166,15579.92,122618.1977
311,2020-11-07T00:00:00.000Z,15579.93,15753.52,14344.22,14818.3,101431.2066
312,2020-11-08T00:00:00.000Z,14818.3,15650,14703.88,15475.1,65547.17857
313,2020-11-09T00:00:00.000Z,15475.1,15840,14805.54,15328.41,108976.3341
314,2020-11-10T00:00:00.000Z,15328.41,15460,15072.46,15297.21,61681.91961
315,2020-11-11T00:00:00.000Z,15297.21,15965,15272.68,15684.24,78469.74646
316,2020-11-12T00:00:00.000Z,15684.25,16340.7,15440.64,16291.86,102196.3566
317,2020-11-13T00:00:00.000Z,16291.85,16480,15952.35,16320.7,75691.88101
318,2020-11-14T00:00:00.000Z,16320.04,16326.99,15670,16070.45,59116.34718
319,2020-11-15T00:00:00.000Z,16069.56,16180,15774.72,15957,43596.84151
320,2020-11-16T00:00:00.000Z,15957,16880,15864,16713.57,81300.67592
321,2020-11-17T00:00:00.000Z,16713.08,17858.82,16538,17659.38,115221.4031
322,2020-11-18T00:00:00.000Z,17659.38,18476.93,17214.45,17776.12,149019.7881
323,2020-11-19T00:00:00.000Z,17777.75,18179.8,17335.65,17802.82,93009.56101
324,2020-11-20T00:00:00.000Z,17802.81,18815.22,17740.04,18655.67,88423.01849
