cve_ent,poblacion,nombre,casos
7084,8812,Solosuchiapa,12
7085,11749,Soyalo,16
7086,26510,Suchiapa,43
7087,42201,Suchiate,60
7088,2601,Sunuapa,3
7089,384312,Tapachula,4695
7090,4346,Tapalapa,0
12056,47593,Tecoanapa,728
12057,66974,Tecpan de Galeana,562
12058,59123,Teloloapan,324
12059,32914,Tepecoacuilco de Trujano,212
12060,14890,Tetipac,50
12061,44479,Tixtla de Guerrero,1524
12062,24221,Tlacoachistlahuaca,94
12063,10420,Tlacoapa,17
12064,12711,Tlalchapa,291
19024,6604,General Zaragoza,118
19025,91913,General Zuazua,1703
7091,14197,Tapilula,12
7101,662591,Tuxtla Gutierrez,9206
7102,45900,Tuxtla Chico,170
7103,34867,Tuzantan,92
7104,16874,Tzimol,20
12071,30222,Xochistlahuaca,412
12072,12587,Zapotitlan Tablas,17
12073,18228,Zirandaro,251
12074,23871,Zitlala,109
12075,52924,Eduardo Neri,676
12076,38738,Acatepec,42
12077,14269,Marquelia,266
12078,19337,Cochoapa el Grande,23
12079,17905,Jose Joaquin de Herrera,20
19026,710413,Guadalupe,27092
19027,1998,Los Herreras,43
19028,1712,Higueras,35
14050,49419,Jocotepec,498
16005,11768,Angangueo,107
7105,16780,Union Juarez,28
7115,13755,Maravilla Tenejapa,1
7116,12226,Marques de Comillas,11
13019,19638,Chilcuautla,296
13020,2972,Eloxochitlan,19
13021,15803,Emiliano Zapata,456
13022,16053,Epazoyucan,357
13023,38879,Francisco I. Madero,395
13024,19077,Huasca de Ocampo,169
13025,23193,Huautla,95
13026,15009,Huazalingo,87
13027,27313,Huehuetla,229
7117,8367,Montecristo de Guerrero,25
13029,49792,Huichapan,987
13030,99735,Ixmiquilpan,1148
13031,14478,Jacala de Ledezma,67
13032,12806,Jaltocan,78
13033,3412,Juarez Hidalgo,26
13034,10256,Lolotla,66
13035,12508,Metepec,149
13036,10333,San Agustin Metzquititlan,77
13037,22194,Metztitlan,170
13038,9665,Mineral del Chico,103
13039,15737,Mineral del Monte,375
13040,10915,La Mision,48
13041,49931,Mixquiahuala de Juarez,744
13042,12518,Molango de Escamilla,303
13043,7394,Nicolas Flores,55
13044,18122,Nopala de Villagran,251
13045,10555,Omitlan de Juarez,125
13046,41749,San Felipe Orizatlan,170
13048,280312,Pachuca de Soto,12591
13049,18829,Pisaflores,87
13050,25375,Progreso de Obregon,424
13051,185907,Mineral de la Reforma,6108
13052,39180,San Agustin Tlaxiaca,488
13053,20082,San Bartolo Tutotepec,203
13054,37993,San Salvador,427
13055,18386,Santiago de Anaya,213
13056,40098,Santiago Tulantepec de Lugo Guerrero,856
13057,17377,Singuilucan,165
13058,17607,Tasquillo,249
13059,40515,Tecozautla,318
7118,5845,San Andres Duraznal,0
7119,3975,Santiago el Pinar,9
8001,12953,Ahumada,99
8002,26197,Aldama,300
8003,9453,Allende,228
13060,19646,Tenango de Doria,265
8004,19050,Aquiles Serdan,122
8005,26409,Ascension,295
8006,6729,Bachiniva,38
8007,17825,Balleza,56
8008,12939,Batopilas,61
8009,29835,Bocoyna,852
8010,25001,Buenaventura,301
8011,55255,Camargo,716
8012,10083,Carichi,34
8013,12143,Casas Grandes,126
8014,2364,Coronado,27
8015,1819,Coyame del Sotol,29
8016,4226,La Cruz,39
8017,181552,Cuauhtemoc,3122
8018,5098,Cusihuiriachi,30
8019,949395,Chihuahua,22460
8053,5140,Praxedis G. Guerrero,35
13062,32819,Tepehuacan de Guerrero,144
13063,93651,Tepeji del Rio de Ocampo,2430
13064,11792,Tepetitlan,146
11009,87191,Comonfort,1928
8057,2445,San Francisco de Borja,17
8058,2830,San Francisco de Conchos,24
8059,5502,San Francisco del Oro,62
14007,9961,San Juanito de Escobedo,112
14008,80444,Arandas,1120
14009,21022,El Arenal,140
14010,7149,Atemajac de Brizuela,111
14012,4257,Atenguillo,47
14013,64746,Atotonilco el Alto,1704
14014,8721,Atoyac,128
14015,65556,Autlan de Navarro,1561
14016,40681,Ayotlan,169
14017,13379,Ayutla,93
14018,69931,La Barca,1086
14019,8193,Bolaños,62
14020,11100,Cabo Corrientes,39
14021,23230,Casimiro Castillo,428
14022,44108,Cihuatlan,942
14023,113944,Zapotlan el Grande,2872
14024,28567,Cocula,349
14025,19292,Colotlan,516
14026,6561,Concepcion de Buenos Aires,133
14027,19139,Cuautitlan de Garcia Barragan,92
14028,2302,Cuautla,20
14029,19373,Cuquio,188
14030,54828,Chapala,518
14031,3582,Chimaltitan,62
14032,6470,Chiquilistlan,39
8060,11572,Santa Barbara,193
8061,3381,Satevo,26
8062,34050,Saucillo,395
8063,7001,Temosachic,42
8064,1830,El Tule,19
8065,22257,Urique,187
8066,6630,Uruachi,31
8067,5651,Valle de Zaragoza,42
14033,22848,Degollado,58
14034,2058,Ejutla,29
14035,57255,Encarnacion de Diaz,511
14036,21176,Etzatlan,83
14037,26326,El Grullo,446
14038,4536,Guachinango,39
14039,1503505,Guadalajara,48296
14040,10988,Hostotipaquillo,33
9002,408441,Azcapotzalco,50134
9003,621952,Coyoacan,53020
9004,199809,Cuajimalpa de Morelos,17851
9005,1176967,Gustavo A. Madero,110938
9006,393821,Iztacalco,39160
9007,1815551,Iztapalapa,154324
9008,245147,La Magdalena Contreras,28339
14042,9449,Huejuquilla el Alto,89
14043,26051,La Huerta,397
14044,59970,Ixtlahuacan de los Membrillos,720
14045,20383,Ixtlahuacan del Rio,184
14046,36081,Jalostotitlan,117
14047,26504,Jamay,290
14048,20395,Jesus Maria,164
14049,10149,Jilotlan de los Dolores,77
9009,139371,Milpa Alta,20649
9010,755537,Alvaro Obregon,141690
9011,366586,Tlahuac,50927
9012,682234,Tlalpan,96888
9014,433708,Benito Juarez,33250
14052,6021,Juchitlan,32
14053,175696,Lagos de Moreno,3069
14054,5896,El Limon,43
14055,24117,Magdalena,156
14056,2224,Santa Maria del Oro,3
14057,4033,La Manzanilla de la Paz,79
14058,15635,Mascota,170
14059,14962,Mazamitla,171
14060,5470,Mexticacan,80
14061,20751,Mezquitic,90
14062,3772,Mixtlan,19
14063,106059,Ocotlan,2152
14064,34061,Ojuelos de Jalisco,551
14065,12017,Pihuamo,111
14066,55191,Poncitlan,628
12052,45121,San Luis Acatlan,315
9015,548606,Cuauhtemoc,50197
9016,379624,Miguel Hidalgo,32517
14067,299434,Puerto Vallarta,13369
14068,11662,Villa Purificacion,87
14069,8797,Quitupan,39
14070,200159,El Salto,3383
14071,3155,San Cristobal de la Barranca,40
14072,7699,San Diego de Alejandria,93
14073,74195,San Juan de los Lagos,993
14074,16999,San Julian,79
9017,433231,Venustiano Carranza,45951
10001,34749,Canatlan,974
10002,4816,Canelas,27
10029,2258,San Luis del Cordero,21
10030,1631,San Pedro del Gallo,10
10031,7509,Santa Clara,78
10032,51125,Santiago Papasquiaro,714
10036,24946,Tlahualilo,153
14075,4054,San Marcos,31
14076,3259,San Martin de Bolaños,19
14077,29493,San Martin Hidalgo,222
14078,35081,San Miguel el Alto,174
14079,15352,Gomez Farias,238
14080,5954,San Sebastian del Oeste,30
14081,3407,Santa Maria de los Angeles,31
14082,39384,Sayula,342
14083,85654,Tala,1663
14084,16034,Talpa de Allende,75
14085,41130,Tamazula de Gordiano,1051
14086,20647,Tapalpa,87
14087,17722,Tecalitlan,157
14088,18483,Tecolotlan,111
14089,3994,Techaluta de Montenegro,22
14090,7500,Tenamaxtlan,129
14091,44188,Teocaltiche,610
14092,11168,Teocuitatlan de Corona,48
14093,151133,Tepatitlan de Morelos,3239
14094,44789,Tequila,339
14095,10327,Teuchitlan,93
14096,22538,Tizapan el Alto,161
14097,644175,Tlajomulco de Zuñiga,9037
14098,708568,San Pedro Tlaquepaque,11371
14099,10926,Toliman,36
14100,37913,Tomatlan,282
14101,577668,Tonala,8372
14102,6417,Tonaya,38
14103,8426,Tonila,79
14104,4691,Totatiche,41
14105,24685,Tototlan,161
14106,4628,Tuxcacuesco,43
14107,6681,Tuxcueca,28
14108,37226,Tuxpan,298
10038,23279,Vicente Guerrero,432
10039,28862,Nuevo Ideal,946
11001,95581,Abasolo,913
11002,118967,Acambaro,4320
11003,183034,San Miguel de Allende,4593
11004,72209,Apaseo el Alto,2128
11005,99036,Apaseo el Grande,2713
11006,5559,Atarjea,101
11007,530820,Celaya,18545
11008,40608,Manuel Doblado,1244
12024,7807,Cualac,36
12025,16569,Cuautepec,91
12026,8951,Cuetzala del Progreso,57
12027,20384,Cutzamala de Pinzon,147
12028,133299,Chilapa de Alvarez,1546
12029,284330,Chilpancingo de los Bravo,13528
12030,21527,Florencio Villarreal,306
12031,5936,General Canuto A. Neri,14
12032,37840,General Heliodoro Castillo,483
12033,15763,Huamuxtitlan,180
12034,38696,Huitzuco de los Figueroa,436
12035,158141,Iguala de la Independencia,3281
12036,11614,Igualapa,280
12037,6451,Ixcateopan de Cuauhtemoc,117
12038,130796,Zihuatanejo de Azueta,4789
12039,25742,Juan R. Escudero,438
12040,26857,Leonardo Bravo,159
12041,28166,Malinaltepec,71
12042,19306,Martir de Cuilapan,110
12043,19095,Metlatonoc,26
12044,13196,Mochitlan,297
12045,26372,Olinala,71
12046,69853,Ometepec,1626
12047,7049,Pedro Ascencio Alquisiras,6
12048,45389,Petatlan,510
12049,13270,Pilcaya,66
12050,38809,Pungarabato,1050
12051,36981,Quechultenango,546
12065,7626,Tlalixtaquilla de Maldonado,125
12066,93574,Tlapa de Comonfort,1455
12067,22706,Tlapehuala,452
12068,26968,La Union de Isidoro Montes de Oca,242
12069,12255,Xalpatlahuac,31
12070,7398,Xochihuehuetlan,57
12080,7924,Juchitan,109
12081,11317,Iliatenco,7
13001,22119,Acatlan,208
13002,46234,Acaxochitlan,305
13003,61311,Actopan,1085
13004,9705,Agua Blanca de Iturbide,101
13005,19882,Ajacuba,432
13006,22078,Alfajayucan,222
13007,13135,Almoloya,224
13008,48036,Apan,1379
13009,20199,El Arenal,222
13010,32226,Atitalaquia,722
13011,21662,Atlapexco,126
13012,29469,Atotonilco el Grande,315
13013,41039,Atotonilco de Tula,1050
13014,18680,Calnali,168
13015,19853,Cardonal,236
13016,62361,Cuautepec de Hinojosa,781
13017,14659,Chapantongo,291
13065,12533,Tetepango,201
13066,13444,Villa de Tezontepec,137
13067,57003,Tezontepec de Aldama,883
13068,16044,Tianguistengo,91
14109,19231,Union de San Antonio,242
14110,14444,Union de Tula,156
14111,7487,Valle de Guadalupe,88
14112,5902,Valle de Juarez,38
14113,17376,San Gabriel,66
14114,19122,Villa Corona,272
14115,5882,Villa Guerrero,55
14116,21795,Villa Hidalgo,124
14117,4441,Cañadas de Obregon,34
14118,23957,Yahualica de Gonzalez Gallo,291
13069,137165,Tizayuca,4564
13070,20742,Tlahuelilpan,391
13073,42175,Tlanchinol,171
15014,107378,Atlacomulco,2063
15015,32674,Atlautla,293
15016,30040,Axapusco,394
15017,11081,Ayapango,63
15018,60309,Calimaya,682
15019,38196,Capulhuac,426
20440,858,Santa Maria Totolapilla,3
20441,9124,Santa Maria Xadani,19
13074,30727,Tlaxcoapan,748
13075,17698,Tolcayuca,421
13076,118824,Tula de Allende,3012
13077,169624,Tulancingo de Bravo,4779
13078,21234,Xochiatipan,30
13079,8289,Xochicoatlan,106
13080,26131,Yahualica,66
13081,37628,Zacualtipan de Angeles,500
13082,20402,Zapotlan de Juarez,404
13083,50540,Zempoala,1270
13084,42586,Zimapan,385
14001,23033,Acatic,182
14002,24131,Acatlan de Juarez,398
14003,24796,Ahualulco de Mercado,268
14004,5840,Amacueca,39
14005,16451,Amatitan,73
14125,20202,San Ignacio Cerro Gordo,108
15001,69520,Acambay de Ruiz Castañeda,722
15002,186256,Acolman,1935
15003,52173,Aculco,377
15004,15645,Almoloya de Alquisiras,113
15005,188124,Almoloya de Juarez,1234
15044,29179,Jaltenco,330
15045,94893,Jilotepec,1292
15046,20713,Jilotzingo,433
15047,79263,Jiquipilco,363
15048,70471,Jocotitlan,922
15049,14710,Joquicingo,145
15050,27241,Juchitepec,384
15006,12169,Almoloya del Rio,204
15007,25851,Amanalco,525
15008,28414,Amatepec,183
15009,54548,Amecameca,909
15010,31576,Apaxco,408
15011,70016,Atenco,972
15012,12511,Atizapan,1117
15020,310743,Coacalco de Berriozabal,8496
15052,29515,Malinalco,280
15022,15387,Cocotitlan,306
15023,44201,Coyotepec,722
15024,175004,Cuautitlan,6502
15025,397344,Chalco,16716
15026,30328,Chapa de Mota,125
15058,1135786,Nezahualcoyotl,40091
20086,980,San Agustin Tlacotepec,8
15027,12986,Chapultepec,185
15063,36629,Ocuilan,235
15064,39551,El Oro,393
15065,38186,Otumba,452
15066,4236,Otzoloapan,25
15067,90805,Otzolotepec,676
15068,31154,Ozumba,473
15069,4367,Papalotla,41
15070,309596,La Paz,6591
15071,15066,Polotitlan,76
15072,14608,Rayon,191
15073,31682,San Antonio la Isla,437
15074,139213,San Felipe del Progreso,735
15028,31803,Chiautla,273
15030,27570,Chiconcuac,263
15031,720207,Chimalhuacan,11711
15032,36158,Donato Guerra,194
15033,1707754,Ecatepec de Morelos,50231
15034,10090,Ecatzingo,83
15035,147326,Huehuetoca,2269
15036,46742,Hueypoxtla,338
15037,290231,Huixquilucan,7030
15038,12512,Isidro Fabela,145
15039,551034,Ixtapaluca,12337
15040,38288,Ixtapan de la Sal,588
15041,7283,Ixtapan del Oro,27
15042,163284,Ixtlahuaca,1520
15043,32120,Xalatlaco,337
15116,4358,Zacazonapan,26
15117,16080,Zacualpan,50
15118,201988,Zinacantepec,2271
15119,17962,Zumpahuacan,126
15120,217166,Zumpango,4125
15121,577190,Cuautitlan Izcalli,10276
26011,1736,Bacoachi,56
26012,24900,Bacum,554
15053,61172,Melchor Ocampo,1060
15054,246055,Metepec,5021
15055,13744,Mexicaltzingo,191
15056,31832,Morelos,254
15057,910187,Naucalpan de Juarez,28109
15059,43640,Nextlalpan,464
15060,441064,Nicolas Romero,9854
15061,9753,Nopaltepec,155
15062,71711,Ocoyoacac,943
15076,80903,San Mateo Atenco,2393
15077,6556,San Simon de Guerrero,71
15078,10262,Santo Tomas,97
15079,14339,Soyaniquilpan de Juarez,70
15080,28198,Sultepec,101
15081,500585,Tecamac,9977
15082,79795,Tejupilco,1687
26014,3676,Baviacora,164
15125,10960,Tonanitla,110
15098,5711,Texcalyacac,66
15099,262015,Texcoco,5198
16009,38656,Ario,1012
16010,22819,Arteaga,216
16011,11960,Briseñas,64
16012,49450,Buenavista,337
16013,9652,Caracuaro,78
16014,15155,Coahuayana,73
15083,13690,Temamatla,345
15084,41685,Temascalapa,429
15085,67308,Temascalcingo,585
15086,34348,Temascaltepec,219
15087,109436,Temoaya,649
15088,105306,Tenancingo,1435
15089,13344,Tenango del Aire,224
15090,92048,Tenango del Valle,1214
16001,12019,Acuitzio,86
16002,15307,Aguililla,24
15091,69466,Teoloyucan,1091
15092,60992,Teotihuacan,1172
15093,33108,Tepetlaoxtoc,202
15094,21137,Tepetlixpa,234
15095,104335,Tepotzotlan,1006
15096,39658,Tequixquiac,339
15097,20149,Texcaltitlan,170
16003,22905,Alvaro Obregon,242
16004,15851,Angamacutiro,158
15100,46527,Tezoyuca,838
15101,82457,Tianguistenco,909
15102,16819,Timilpan,124
15103,51370,Tlalmanalco,1325
15104,756537,Tlalnepantla de Baz,25533
15105,37531,Tlatlaya,109
15106,948950,Toluca,21126
15107,13559,Tonatico,122
15108,160943,Tultepec,3013
15109,556493,Tultitlan,11855
15110,70192,Valle de Bravo,1014
15111,54849,Villa de Allende,161
15112,50614,Villa del Carbon,286
15113,71710,Villa Guerrero,325
15114,110462,Villa Victoria,502
15122,419700,Valle de Chalco Solidaridad,7378
15123,29784,Luvianos,205
15124,98957,San Jose del Rincon,454
16006,133955,Apatzingan,2179
16032,16105,Erongaricuaro,91
16033,23887,Gabriel Zamora,146
16034,129114,Hidalgo,1178
16035,35584,La Huacana,330
16036,12489,Huandacareo,135
16037,8412,Huaniqueo,63
16038,42622,Huetamo,1124
16039,9250,Huiramba,39
16007,3432,Aporo,51
16008,26147,Aquila,122
16023,10785,Chavinda,25
16024,20016,Cheran,103
16025,41138,Chilchota,256
16026,5016,Chinicuila,38
16027,4567,Chucandiro,21
16028,5345,Churintzio,65
16029,15902,Churumuco,24
16030,13168,Ecuandureo,61
16054,7866,Morelos,33
16055,47864,Mugica,747
16056,29906,Nahuatzen,107
16057,8501,Nocupetaro,80
16058,20844,Nuevo Parangaricutiro,79
17005,10479,Coatlan del Rio,196
17006,208227,Cuautla,5900
17007,399426,Cuernavaca,14643
17008,106645,Emiliano Zapata,1888
26015,1629,Bavispe,9
26016,5580,Benjamin Hill,72
17023,7714,Tlalnepantla,134
17026,19129,Tlayacapan,386
20053,1302,Magdalena Tlacotepec,25
26017,92177,Caborca,4633
26018,468994,Cajeme,19668
17027,12802,Totolapan,201
17028,74691,Xochitepec,1463
17029,109914,Yautepec,2546
17030,56334,Yecapixtla,917
17031,39137,Zacatepec,1495
17032,10182,Zacualpan,243
17033,16954,Temoac,156
18001,40422,Acaponeta,937
19001,2918,Abasolo,39
19006,665734,Apodaca,21233
19007,17800,Aramberri,363
19008,4384,Bustamante,135
19029,7746,Hualahuises,135
19010,47326,El Carmen,1424
19016,3294,Doctor Gonzalez,93
19017,44989,Galeana,784
19018,300745,Garcia,8520
19019,137614,San Pedro Garza Garcia,2504
19020,6127,General Bravo,230
19021,466325,General Escobedo,11958
19022,16283,General Teran,396
19023,1194,General Treviño,75
20021,16254,Cosolapa,82
20054,427,Magdalena Zahuatlan,2
20055,3682,Mariscala de Juarez,21
19030,3979,Iturbide,33
19035,1071,Melchor Ocampo,72
20027,2418,Chiquihuitlan de Benito Juarez,5
19036,7601,Mier y Noriega,116
19040,1083,Paras,18
19041,112583,Pesqueria,2523
19042,5201,Los Ramones,92
20056,1497,Martires de Tacubaya,5
20057,40690,Matias Romero Avendaño,367
19043,2987,Rayones,55
19044,39096,Sabinas Hidalgo,2995
19045,61868,Salinas Victoria,2052
19046,474163,San Nicolas de los Garza,15600
20063,4234,Nazareno Etla,154
20064,7729,Nejapa de Madero,51
19047,15902,Hidalgo,455
20001,1033,Abejones,20
20089,2199,San Andres Dinicuiti,19
20003,2176,Asuncion Cacalotepec,5
20030,9121,El Espinal,198
20004,1029,Asuncion Cuyotepeji,12
20007,2496,Asuncion Ocotlan,18
20011,1197,Calihuala,12
20033,2822,Guadalupe Etla,102
20013,3096,Cienega de Zimatlan,32
20014,30368,Ciudad Ixtepec,1448
20016,10372,Coicoyan de las Flores,6
20017,3399,La Compañia,8
20091,5655,San Andres Huayapam,383
20019,3078,Concepcion Papalo,6
20020,4086,Constancia del Rosario,27
20022,790,Cosoltepec,10
20023,22761,Cuilapam de Guerrero,720
20024,3804,Cuyamecalco Villa de Zaragoza,10
20025,12034,Chahuites,45
20112,2610,San Baltazar Chichicapam,33
20026,9427,Chalcatongo de Hidalgo,139
20281,312,San Miguel Tecomatlan,1
20029,4443,Eloxochitlan de Flores Magon,0
20196,435,San Juan Evangelista Analco,5
20032,1060,Fresnillo de Trujano,8
20117,2423,San Bartolome Loxicha,3
20034,1325,Guadalupe de Ramirez,5
20035,570,Guelatao de Juarez,16
20075,2896,Reforma de Pineda,7
20037,4554,Mesones Hidalgo,14
20118,2541,San Bartolome Quialana,13
20038,2021,Villa Hidalgo,5
20040,6449,Huautepec,7
20045,9300,Magdalena Apasco,389
20047,95,Santa Magdalena Jicotlan,9
20046,3311,Magdalena Jaltepec,14
20048,1401,Magdalena Mixtepec,2
20052,6361,Magdalena Tequisistlan,283
20058,13516,Mazatlan Villa de Flores,18
20060,2713,Mixistlan de la Reforma,5
20061,2846,Monjas,19
20062,626,Natividad,4
20065,1184,Ixpantepec Nieves,8
20066,5572,Santiago Niltepec,32
20067,258636,Oaxaca de Juarez,20978
20069,2745,La Pe,5
20070,7201,Pinotepa de Don Luis,47
20071,2996,Pluma Hidalgo,12
20092,1666,San Andres Ixtlahuaca,38
20072,7071,San Jose del Progreso,178
20074,554,Santa Catarina Quioquitani,1
20076,3324,La Reforma,9
20078,1160,Rojas de Cuauhtemoc,26
20099,525,San Andres Tepetlapa,3
20077,4087,Reyes Etla,136
20197,3405,San Juan Guelavia,22
20079,92577,Salina Cruz,2737
20081,1800,San Agustin Atenango,9
20080,1475,San Agustin Amatengo,6
20084,4278,San Agustin Etla,222
20082,4096,San Agustin Chayuco,10
20083,10151,San Agustin de las Juntas,447
20087,4610,San Agustin Yatareni,173
20090,6381,San Andres Huaxpaltepec,25
20088,2867,San Andres Cabecera Nueva,3
20094,1814,San Andres Nuxiño,5
20100,462,San Andres Yaa,0
20101,735,San Andres Zabache,0
20095,4502,San Andres Paxtlan,9
20096,778,San Andres Sinaxtla,8
20097,1779,San Andres Solaga,2
20102,4838,San Andres Zautla,106
20103,6330,San Antonino Castillo Velasco,135
20204,673,San Juan Lajarcia,2
20105,7456,San Antonino Monte Verde,6
20106,269,San Antonio Acutla,1
20107,25602,San Antonio de la Cal,1059
20108,4563,San Antonio Huitepec,15
20206,2497,San Juan de los Cues,12
20109,1279,San Antonio Nanahuatipam,5
20110,1631,San Antonio Sinicahua,0
20111,4460,San Antonio Tepetlapa,7
20114,678,San Baltazar Yatzachi el Bajo,1
20131,11119,San Dionisio Ocotepec,40
20115,10186,San Bartolo Coyotepec,498
20116,4660,San Bartolome Ayautla,5
20119,391,San Bartolome Yucuañe,0
20120,316,San Bartolome Zoogocho,1
20452,4108,Santiago Apostol,39
20121,674,San Bartolo Soyaltepec,3
20122,678,San Bartolo Yautepec,8
20123,2790,San Bernardo Mixtepec,12
20124,18929,San Blas Atempa,168
20125,12562,San Carlos Yautepec,29
20199,642,San Juan Ihualtepec,1
20139,2140,San Francisco Chapulapa,4
20135,8185,San Felipe Tejalapam,139
20126,5419,San Cristobal Amatlan,9
20127,1147,San Cristobal Amoltepec,1
20153,5087,San Gabriel Mixtepec,27
20172,417,San Juan Achiutla,3
20128,1300,San Cristobal Lachirioag,1
20129,375,San Cristobal Suchixtlahuaca,2
20130,5370,San Dionisio del Mar,12
20132,1200,San Dionisio Ocotlan,47
20160,1414,San Jeronimo Silacayoapilla,11
20133,3894,San Esteban Atatlahuca,19
20134,29048,San Felipe Jalapa de Diaz,55
20136,12029,San Felipe Usila,13
20174,4207,Animas Trujano,202
20137,3509,San Francisco Cahuacua,9
20138,446,San Francisco Cajonos,1
20140,841,San Francisco Chindua,3
20176,2758,San Juan Bautista Coixtlahuaca,35
20142,1110,San Francisco Huehuetlan,0
20143,9296,San Francisco Ixhuatan,48
20144,1024,San Francisco Jaltepetongo,3
20145,4546,San Francisco Lachigolo,148
20146,3026,San Francisco Logueche,4
20223,483,San Juan Yatzona,0
20148,1973,San Francisco Ozolotepec,4
20150,13482,San Francisco Telixtlahuaca,246
20151,345,San Francisco Teopan,0
20154,2575,San Ildefonso Amatlan,12
20157,18293,San Jacinto Amilpas,958
20178,7863,San Juan Bautista Guelache,173
20158,2260,San Jacinto Tlacotepec,26
20162,2002,San Jeronimo Taviche,8
20179,1550,San Juan Bautista Jayacatlan,2
20249,3758,San Mateo Yoloxochitlan,9
20163,1669,San Jeronimo Tecoatl,7
20165,1594,San Jose Ayuquila,9
20187,2176,San Juan Coatzospam,2
20166,12573,San Jose Chiltepec,79
20167,2205,San Jose del Peñasco,6
20168,1092,San Jose Estancia Grande,3
20263,3416,San Miguel Coatlan,7
20264,2223,San Miguel Chicahua,1
20169,3825,San Jose Independencia,1
20267,277,San Miguel del Rio,0
20170,3620,San Jose Lachiguiri,3
20171,18952,San Jose Tenango,20
20173,1540,San Juan Atepec,29
20180,2653,San Juan Bautista Lo de Soto,5
20188,10329,San Juan Colorado,15
20181,458,San Juan Bautista Suchitepec,0
20191,344,San Juan Chicomezuchil,0
20182,2248,San Juan Bautista Tlacoatzintepec,1
20192,1585,San Juan Chilateca,32
20183,1440,San Juan Bautista Tlachichilco,8
20189,2937,San Juan Comaltepec,6
20193,2769,San Juan del Estado,79
20194,1318,San Juan del Rio,15
20195,1111,San Juan Diuxi,1
20210,6153,San Juan Ñumi,14
20219,2705,San Juan Teitipac,34
20220,2743,San Juan Tepeuxila,2
20200,3973,San Juan Juquila Mixes,7
20201,2022,San Juan Juquila Vijanos,1
20203,3432,San Juan Lachigalla,5
20208,7118,San Juan Mixtepec Distrito 08,19
20215,839,San Juan Sayultepec,2
20209,701,San Juan Mixtepec Distrito 26,3
20514,1058,Santo Domingo Roayaga,0
20216,1381,San Juan Tabaa,3
20218,633,San Juan Teita,1
20516,5172,Santo Domingo Teojomulco,20
20517,5871,Santo Domingo Tepuxtepec,11
20221,1295,San Juan Teposcolula,4
20524,312,Santo Domingo Yodohino,2
20525,12641,Santo Domingo Zanatepec,26
20222,1562,San Juan Yaee,1
20233,1795,San Lucas Quiavini,12
20224,615,San Juan Yucuita,2
20239,1089,San Martin Huamelulpam,6
20242,12556,San Martin Peras,25
20225,6357,San Lorenzo,3
20244,3973,San Martin Toxpalan,24
20226,2875,San Lorenzo Albarradas,14
20456,1674,Santiago Cacaloxtepec,18
20227,16630,San Lorenzo Cacaotepec,640
20228,843,San Lorenzo Cuaunecuiltitla,0
20231,3131,San Lucas Camotlan,19
20234,7710,San Lucas Zoquiapam,2
20235,3777,San Luis Amatlan,15
20236,1558,San Marcial Ozolotepec,1
20237,1402,San Marcos Arteaga,11
20238,890,San Martin de los Cansecos,5
20240,2320,San Martin Itunyoso,6
20241,1115,San Martin Lachila,10
20243,1885,San Martin Tilcajete,32
20245,1322,San Martin Zacatepec,3
20246,648,San Mateo Cajonos,13
20248,15771,San Mateo del Mar,83
20250,1182,San Mateo Etlatongo,5
20251,1183,San Mateo Nejapam,11
20247,1622,Capulalpam de Mendez,36
20270,1157,San Miguel Huautla,6
20255,2106,San Mateo Sindihui,4
20252,2216,San Mateo Peñasco,7
20253,1962,San Mateo Piñas,5
20254,3252,San Mateo Rio Hondo,20
20276,730,San Miguel Santa Flor,1
20256,234,San Mateo Tlapiltepec,4
20258,775,San Miguel Achiutla,16
20257,1068,San Melchor Betaza,4
20259,2485,San Miguel Ahuehuetitlan,7
20260,2291,San Miguel Aloapam,2
20262,1021,San Miguel Amatlan,6
20284,3219,San Miguel Tilquiapam,7
20265,7117,San Miguel Chimalapa,36
20266,8607,San Miguel del Puerto,51
20268,1032,San Miguel Ejutla,11
20269,4389,San Miguel el Grande,66
20271,3321,San Miguel Mixtepec,17
20274,1334,San Miguel Piedras,0
20280,2368,Villa Talea de Castro,18
20282,749,San Miguel Tenango,1
20283,1054,San Miguel Tequixtepec,7
20547,986,Teotongo,19
20285,3785,San Miguel Tlacamama,15
20548,1700,Tepelmeme Villa de Morelos,34
20388,2487,Santa Ines del Monte,5
20286,3254,San Miguel Tlacotepec,25
20287,319,San Miguel Tulancingo,11
20288,625,San Miguel Yotao,1
20462,4321,Santiago Huajolotitlan,80
20289,1191,San Nicolas,9
20292,1448,San Pablo Cuatro Venados,8
20295,9784,San Pablo Huixtepec,149
20293,19200,San Pablo Etla,777
20294,7435,San Pablo Huitzo,214
20296,925,San Pablo Macuiltianguis,30
20297,2477,San Pablo Tijaltepec,5
20299,1110,San Pablo Yaganiza,2
20298,13199,San Pablo Villa de Mitla,174
20300,7006,San Pedro Amuzgos,39
20303,1140,San Pedro Cajonos,8
20301,1594,San Pedro Apostol,37
20302,4608,San Pedro Atoyac,7
20304,771,San Pedro Coxcaltepec Cantaros,11
20305,4437,San Pedro Comitancillo,96
20331,928,San Pedro Tidaa,0
20307,10259,San Pedro Huamelula,94
20308,3271,San Pedro Huilotepec,39
20332,375,San Pedro Topiltepec,0
20310,9333,San Pedro Ixtlahuaca,316
20311,570,San Pedro Jaltepetongo,0
20333,2738,San Pedro Totolapam,68
